name,fam,len,domains,WalkerB,WalkerA,ABC_sig,abbreviation,code
__ABCC__NODE_18139_length_1288_cov_14.914946_g10745_i0.p1,ABCC,428,1,Present,Present,Present,__ABCC__NODE_18139_length_1288_cov_14.914946_g10745_i0.p1,__ABCC__NODE_18139_length_1288_cov_14.914946_g10745_i0.p1
__ABCC__NODE_20802_length_1174_cov_3237.243391_g9748_i2.p1,ABCC,277,1,Present,Present,Present,__ABCC__NODE_20802_length_1174_cov_3237.243391_g9748_i2.p1,__ABCC__NODE_20802_length_1174_cov_3237.243391_g9748_i2.p1
__ABCC__NODE_21365_length_1152_cov_15.193488_g1156_i3.p1,ABCC,296,1,Present,Present,Present,__ABCC__NODE_21365_length_1152_cov_15.193488_g1156_i3.p1,__ABCC__NODE_21365_length_1152_cov_15.193488_g1156_i3.p1
__ABCC__NODE_2158_length_3303_cov_19.395226_g1156_i0.p1,ABCC,652,1,Present,Present,Present,__ABCC__NODE_2158_length_3303_cov_19.395226_g1156_i0.p1,__ABCC__NODE_2158_length_3303_cov_19.395226_g1156_i0.p1
__ABCC__NODE_32953_length_797_cov_20.183333_g105_i6.p1,ABCC,254,1,Present,Present,Absent,__ABCC__NODE_32953_length_797_cov_20.183333_g105_i6.p1,__ABCC__NODE_32953_length_797_cov_20.183333_g105_i6.p1
__ABCC__NODE_4327_length_2607_cov_13.819763_g2339_i0.p1,ABCC,623,1,Present,Present,Present,__ABCC__NODE_4327_length_2607_cov_13.819763_g2339_i0.p1,__ABCC__NODE_4327_length_2607_cov_13.819763_g2339_i0.p1
__ABCD__NODE_1792_length_3502_cov_35.346861_g948_i0.p1,ABCD,653,1,Present,Present,Present,__ABCD__NODE_1792_length_3502_cov_35.346861_g948_i0.p1,__ABCD__NODE_1792_length_3502_cov_35.346861_g948_i0.p1
__ABCD__NODE_5185_length_2438_cov_2242.949598_g2806_i0.p1,ABCD,581,1,Absent,Present,Present,__ABCD__NODE_5185_length_2438_cov_2242.949598_g2806_i0.p1,__ABCD__NODE_5185_length_2438_cov_2242.949598_g2806_i0.p1
__ABCE__NODE_6860_length_2174_cov_52.132093_g3711_i0.p1,ABCE,613,2,Present,Present,Present,__ABCE__NODE_6860_length_2174_cov_52.132093_g3711_i0.p1,__ABCE__NODE_6860_length_2174_cov_52.132093_g3711_i0.p1
__ABCF__NODE_158_length_6329_cov_19.290467_g75_i0.p1,ABCF,890,4,Present,Present,Present,__ABCF__NODE_158_length_6329_cov_19.290467_g75_i0.p1,__ABCF__NODE_158_length_6329_cov_19.290467_g75_i0.p1
__ABCF__NODE_16689_length_1360_cov_195.922837_g1417_i2.p1,ABCF,374,1,Present,Present,Present,__ABCF__NODE_16689_length_1360_cov_195.922837_g1417_i2.p1,__ABCF__NODE_16689_length_1360_cov_195.922837_g1417_i2.p1
__ABCF__NODE_2637_length_3085_cov_258.551197_g1417_i0.p1,ABCF,560,2,Present,Present,Present,__ABCF__NODE_2637_length_3085_cov_258.551197_g1417_i0.p1,__ABCF__NODE_2637_length_3085_cov_258.551197_g1417_i0.p1
__ABCF__NODE_8835_length_1931_cov_11.858684_g4861_i0.p1,ABCF,376,3,Present,Present,Present,__ABCF__NODE_8835_length_1931_cov_11.858684_g4861_i0.p1,__ABCF__NODE_8835_length_1931_cov_11.858684_g4861_i0.p1
__ABCG__NODE_1527_length_3653_cov_35.593680_g808_i0.p1,ABCG,694,1,Present,Present,Present,__ABCG__NODE_1527_length_3653_cov_35.593680_g808_i0.p1,__ABCG__NODE_1527_length_3653_cov_35.593680_g808_i0.p1
__ABCG__NODE_28825_length_898_cov_8.332521_g18673_i0.p1,ABCG,299,1,Absent,Present,Present,__ABCG__NODE_28825_length_898_cov_8.332521_g18673_i0.p1,__ABCG__NODE_28825_length_898_cov_8.332521_g18673_i0.p1
__ABCG__NODE_30590_length_854_cov_5.590734_g20082_i0.p1,ABCG,284,1,Present,Absent,Absent,__ABCG__NODE_30590_length_854_cov_5.590734_g20082_i0.p1,__ABCG__NODE_30590_length_854_cov_5.590734_g20082_i0.p1
__ABCG__NODE_4154_length_2648_cov_18.396733_g2239_i0.p1,ABCG,545,1,Present,Absent,Present,__ABCG__NODE_4154_length_2648_cov_18.396733_g2239_i0.p1,__ABCG__NODE_4154_length_2648_cov_18.396733_g2239_i0.p1
__ABCH__NODE_4179_length_2644_cov_12.820023_g2249_i0.p1,ABCH,739,1,Present,Present,Present,__ABCH__NODE_4179_length_2644_cov_12.820023_g2249_i0.p1,__ABCH__NODE_4179_length_2644_cov_12.820023_g2249_i0.p1
__ABC_Unsorted__NODE_20247_length_1197_cov_191.942857_g9748_i1.p1,ABC_Unsorted,313,1,Present,Present,Present,__ABC_Unsorted__NODE_20247_length_1197_cov_191.942857_g9748_i1.p1,__ABC_Unsorted__NODE_20247_length_1197_cov_191.942857_g9748_i1.p1
