name,fam,len,domains,WalkerB,WalkerA,ABC_sig,abbreviation,code
__ABCC__NODE_21221_length_1044_cov_2.277387_g16048_i0.p1,ABCC,330,1,Present,Present,Absent,__ABCC__NODE_21221_length_1044_cov_2.277387_g16048_i0.p1,__ABCC__NODE_21221_length_1044_cov_2.277387_g16048_i0.p1
__ABCC__NODE_6883_length_2734_cov_2.977281_g4837_i0.p1,ABCC,532,1,Present,Present,Absent,__ABCC__NODE_6883_length_2734_cov_2.977281_g4837_i0.p1,__ABCC__NODE_6883_length_2734_cov_2.977281_g4837_i0.p1
__ABCE__NODE_6771_length_2767_cov_48.416483_g4751_i0.p1,ABCE,629,2,Present,Present,Present,__ABCE__NODE_6771_length_2767_cov_48.416483_g4751_i0.p1,__ABCE__NODE_6771_length_2767_cov_48.416483_g4751_i0.p1
__ABCF__NODE_17266_length_1300_cov_2.984812_g12747_i0.p1,ABCF,422,2,Present,Present,Absent,__ABCF__NODE_17266_length_1300_cov_2.984812_g12747_i0.p1,__ABCF__NODE_17266_length_1300_cov_2.984812_g12747_i0.p1
__ABCF__NODE_23515_length_936_cov_2.422773_g18040_i0.p1,ABCF,303,3,Present,Present,Present,__ABCF__NODE_23515_length_936_cov_2.422773_g18040_i0.p1,__ABCF__NODE_23515_length_936_cov_2.422773_g18040_i0.p1
__ABCF__NODE_3614_length_3944_cov_308.293710_g2541_i0.p1,ABCF,629,2,Present,Present,Present,__ABCF__NODE_3614_length_3944_cov_308.293710_g2541_i0.p1,__ABCF__NODE_3614_length_3944_cov_308.293710_g2541_i0.p1
__ABCF__NODE_5048_length_3303_cov_32.504917_g3539_i0.p1,ABCF,981,3,Present,Present,Present,__ABCF__NODE_5048_length_3303_cov_32.504917_g3539_i0.p1,__ABCF__NODE_5048_length_3303_cov_32.504917_g3539_i0.p1
__ABCF__NODE_8769_length_2314_cov_14.558940_g6217_i0.p1,ABCF,708,2,Present,Present,Present,__ABCF__NODE_8769_length_2314_cov_14.558940_g6217_i0.p1,__ABCF__NODE_8769_length_2314_cov_14.558940_g6217_i0.p1
__ABCG__NODE_2650_length_4524_cov_13.151285_g1868_i0.p1,ABCG,601,1,Present,Present,Present,__ABCG__NODE_2650_length_4524_cov_13.151285_g1868_i0.p1,__ABCG__NODE_2650_length_4524_cov_13.151285_g1868_i0.p1
__ABCG__NODE_5715_length_3078_cov_8.755035_g4002_i0.p1,ABCG,694,1,Present,Present,Present,__ABCG__NODE_5715_length_3078_cov_8.755035_g4002_i0.p1,__ABCG__NODE_5715_length_3078_cov_8.755035_g4002_i0.p1
__ABCG__NODE_8311_length_2405_cov_6.949491_g5875_i0.p1,ABCG,629,1,Present,Present,Present,__ABCG__NODE_8311_length_2405_cov_6.949491_g5875_i0.p1,__ABCG__NODE_8311_length_2405_cov_6.949491_g5875_i0.p1
__ABCG__NODE_9781_length_2135_cov_20.075264_g6983_i0.p1,ABCG,659,1,Present,Present,Present,__ABCG__NODE_9781_length_2135_cov_20.075264_g6983_i0.p1,__ABCG__NODE_9781_length_2135_cov_20.075264_g6983_i0.p1
__ABCH__NODE_5120_length_3287_cov_5.880791_g3583_i0.p1,ABCH,741,1,Present,Present,Present,__ABCH__NODE_5120_length_3287_cov_5.880791_g3583_i0.p1,__ABCH__NODE_5120_length_3287_cov_5.880791_g3583_i0.p1
